raw_text,severity,binary_label
bitte nicht die #Türkei zum #EU-Mitglied machen! #Menschenrechte #Pressefreiheit #Islamisierung,0.0,False
Wieso bekommen #rapefugees mehr als unsere Hartz 4 Enpfänger?  #esreicht,0.0,False
"#Asylanteninvasion Wenn es auf unseren Straßen zu Gewaltausbrüchen kommt - Die Verantwortlichen hierfür, sitzen in der Regierung / Merkel!",0.0,False
745 Millionen Menschen leben in #Europa. Ca. 4 Millionen #Flüchtlinge bereiten da Kopfzerbrechen? #Rassisten sprechen von #Islamisierung?!,0.0,False
Tja die #SPD will unsere Steuergelder für Flüchtlinge verpassen. #refugees #refugeesNOTwelcome #refugeesgohome #abmerkeln,0.0,False
Aber für die Kölner Polizei haben gestiegene Anzeigen nur einen Grund: Frauen seien anzeigefreudiger als noch 2015. #rapefugees,0.0,False
"#UnterdenLinden #Petry fordert bessere Regelung Gesetze für #Asylanten und #Migranten. Richtig, warum wird es nicht getan?",0.0,False
"Worin liegt der Sinn für die Bierindustrie, die #Islamisierung zu beschleunigen indem sie #Deutsche Biertrinker mit #Glyphosat dezimieren?",0.0,False
Im Februar 2016 kamen nach neusten Angaben in der #ARD Tagesschau trotz Grenzkontrollen auf Balkanroute 39000 #Asylanten nach #Deutschland,0.0,False
#Merkel Wie ist diese Schlampe eigentlich auf die Idee gekommen das Land so tiefgreifend zu verändern? #Merkelmussweg #refugeesnotwelcome,0.0,False
Der #Weltfrauentag ist eine Farce angesichts der durch die #Merkeldiktatur vorangetriebenen #Islamisierung #Europas!,0.0,False
"Gratis Häuser,Wohnungen,Handys u. Öffitickets #Mindestsicherung, Straffreiheit, Vorreihung in Ambulanzen, Schlaraffenland Ö #ZIB2 #Asylanten",0.0,False
#BeateUhse Konzern vermarktet #Scharia konforme Sexprodukte - bitte boykottiert diese Firma.,0.0,False
"laut #orban wird #merkel Europa mit neuen 500.000 #asylanten fluten zusätzlich zu den millionen, die sowieso kommen. Ende Gelände D",0.0,False
Nach den Wahlen werden wir #Griechenland riesige #Asylanten-Kontingente abnehmen. Wetten?#AnneWill,0.0,False
In diesem Moment wird die Ernst-Grube-Halle endlich geräumt #leipzig #npd #jn #Legida #RefugeesNotWelcome,0.0,False
"Die #Merkel ist sehr """"Ich"""" bezogen. Sie soll sich um ihr Volk kümmern. #AnneWill #refugees #refugeesNOTwelcome",0.0,False
Slovenien macht die Grenze dicht! Noch eine gute Nachricht! #merkelmussweg #abmerkeln #refugeesnotwelcome,0.0,False
"Luxushotels werden in #Asylanten Unterkünfte  umfunktioniert , #Deutsche müssen in primitiven heruntergekommenen  Slums leben.#annewill #ARD",0.0,False
"Niemand hat mich gefragt, ob ich das schaffen will. #Asylwahn #Rapefugees  #Volksentscheid zu #Asylrecht, #Grenzen dicht, #Merkel muss weg!",0.0,False
Ausnahmen beim #Mindestlohn sind auch überhaupt nicht mit der #Scharia vereinbar wenn #Moslems betroffen sind. #SPD #CDU #Deutschland,0.0,False
"Es nicht die Angst vor #asylanten, sondern die Überfremdung Deutschlands. Und ihr Politiker wisst dieses auch ganz genau!! Es reicht Stopp!!",0.0,False
Spahn von #cdu will Wegfall von Mindestlohn für #asylanten. klare schlechterstellunf von Einheimischen! Abwählen!,0.0,False
"d-radio: 2,8 millionen menschen #fluechtlinge #migranten #asylanten in der #tuerkei , verhandlungen mit der #EU",0.0,False
"Was nützt mir der Erde Geld? Kein kranker Mensch genießt die Welt!"""" - Goethe #Deutschland #HartzIV #merkel #fluechtlinge #asylanten",0.0,False
"Vor einem Jahr mussten Eltern, wenn Töchter ins Schwimmbad gingen, nur überlegen, ob sie schon schwimmen können. #Rapefugees",0.0,False
"das was im SWR Radio momentan an Werbung pro #Asylanten gemacht wird, ist so penetrant wie Phase der Weihnachtssongs & Fastnachts-Seeligkeit",0.0,False
#schweden in bürgerkriegsartigen Zuständen! eine lasche konservative und eine irre sozialistische Regierung fluten das Land mit #asylanten,0.0,False
Wenn ich mir den Mond gerade so anschaue: Die #Islamisierung des Abendlandes ist doch schon längst durch!,0.0,False
#fakt auf #ard: #asylanten fahren mit Taxi herum auf Steuerzahlerkosten. mehrere 100€. #merkel macht es möglich! unglaublich!,0.0,False
"#Asylanten Man kann NICHT einf 2 VERSCHIEDENE Menschen bzw Völker/Kulturen""""zusammenleg"""" + sagen nun seit ma glückl miteinander+versteht euch",0.0,False
#idomeni #Asylanten #Fluechtlinge  Schöne Vorstellung für die Kameras. Blanke Gewalt. Merkel drückt daheim Krokodilstränen ins Kissen. ??,0.0,False
"Keine Schnittmenge zwischen #NPD und #AfD? Funny … #Euro? #Asylanten? #Islam? #Familie? Es gibt die Schnittmenge, die #AfD gibt sie nicht zu",0.0,False
"Stelle mir gerade vor, wie es wäre, wenn die Saudis in Deutschland einmarschieren würden #Scharia #Krieg in #Syrien",0.0,False
Wer hat uns verraten? Die Sozialdemokraten!   Werner Faymann ist derzeit eine Paradebeispiel dafür. #Kontingent #refugeesnotwelcome #traurig,0.0,False
"Die haben nix mehr"""" die Leute in den #Asylanten-Heimen. Gut, außer denen mit den geklauten Handys.#Maischberger",0.0,False
Man stelle sich vor es käme zum Frieden und alle #Asylanten mit syrischen Pässen würden dorthin ausgeflogen.,0.0,False
"#JuliaKloeckner. wir von der #cdu schaffen es, weitere Millionen #asylanten nach D zu locken und die dumme Bevölkerung zu melken. wetten?",0.0,False
"Egal welche #Partei, man wählt nur #Orange oder #Apfelsine! #AnneWill #EinProzent #grenzendicht #refugees #refugeesnotwelcome #Deutschland",0.0,False
"Das #Griechenland,das jetzt alle Beschlüsse zu #Asylanten blockieren will is aber nicht das Land,das quartalsweise Milliarden schnorrt,oder?",0.0,False
"Perlen aus der Redaktionskonferenz - heute Idee für Buchtitel: """"Das Wunder von #Dresden - #Islamisierung ohne Muslime"""" #NoPegida #NoLegida",0.0,False
"#merkel rechnet mit 3,6 Mio neuen #asylanten in D bis 2020! zum vergleich: Schätzung 2015 war 500.000, gekommen sind >1,1 Mio. dank #cdu",0.0,False
"Dieser Sommer wird der Sommer der #Rapefugees, schade das die Wahlen nicht im Herbst sind.",0.0,False
Die Gedanken sind frei -NICHT mehr in #Europa #Deutschland #Sophienhof #Koelnbhf #Merkelmussweg #Islamisierung #Flüchtlingskrise,0.0,False
"Wer für deutsche #Arbeitslose und #Obdachlose die selben finanz. Mittel fordert , wie sie """"#Asylanten"""" zukommen , wird beschimpft. Absurd.",0.0,False
"Wieso haben diese Gutmenschen, Vegetarier, Veganer und Tierschützer eigentlich nichts gegen """"Halal""""-Schlachtung?  #asylanten #flüchtlinge",0.0,False
"Ein Soldat, der gegen Flüchtlinge ist und u.a. #rapefugees nutzt, kritisiert meine Tweets zu #InTheBox - Patridiot mit Gewehr. Na toll.",0.0,False
Manche sagen die #AfD Wähler sollen sich #schämen. Ich finde die Jungs von #koelnhbf haben viel mehr Grund sich zu schämen. #rapefugees,0.0,False
"#maischberger Laschet:Pegida gibts im Westen nicht.Leute trauen sich nicht mitzulaufen wegen Ächtung,aber #islamisierung ist umso realer dor",0.0,False
#BeateUhse fördert #SCHARIA über Internet-Sexshop El Asira aus den #Niederlanden,0.0,False
Wie bei #hartaberfair gesagt brechen 66% der #Asylanten die Ausbildung ab.#afd,0.0,False
"Nur, weil's 100mal gesagt wurde, ist es nicht falsch: Ab der Türkei sind Syrer u Iraker keine Flüchtlinge mehr! #refugeesnotwelcome",0.0,False
Flüchtlingen nicht sofort gratis Villen & Autos auszuhändigen ist ein Verstoß gegen die Menschenwürde. #Hungerstreik #Rapefugees,0.0,False
"Ob #Asylanten wohl mitbekommen,  daß #linke, #gutmenschen, #antifa, die Deutsche  Nation, zerstören wollen? ?",0.0,False
"Angst vor #Islamisierung? Die deutsche + europäische Geschichte, Tradition, Bräuche, Sprache leben, lehren und vermitteln! #hartaberfair",0.0,False
#oecd schätzt Wachstum von D in den nächsten Jahren viel schwächer ein als erwartet. wo ist der Boom durch #asylanten außer bei schulden?,0.0,False
"Mecklenburg-Vorpommern  21.01.2016  SPD 28 % AfD 5 %,  16.02.2016 SPD 22 % AfD 16 %  #Bereicherung #Flüchtlinge #SPD #Islamisierung",0.0,False
"In Deutschlandradio Kultur erfahren wir gerade, dass der Islam gg dem Christentum die frauenfreundlichere Relion ist. #Islamisierung #PEGIDA",0.0,False
Ca. 70.000 Syrer fliehen vor Kämpfen. Warum KÄMPFT ihr nicht endlich für Euer Land? #refugeesNOTwelcome #fluechtlinge,0.0,False
Jetzt warte ich auf den #Brennpunkt der #ARD +ein #ZDFspezial zum Thema #Handgranate  mit #Maas  + #Kretschmann #Asylanten,0.0,False
"Liebe Gutmenschen,eure Einzelfall Asylanten werden immer mehr.#kiel #sophienhof  Da sieht man was schlummert in den armen #Asylanten.#afd",0.0,False
Frankreich sagt sie werden nur 30T #asylanten aufnehmen..und wir haben seit Jahresbeginn schon 100T aufgenommen. #Merkel verpiss dich!!,0.0,False
Warum spendet #hoaxmap die #Werbeeinnahmen nicht den #Opferfamilien die durch #Vergewaltigung von #Flüchtlinge und #Asylanten passiert sind,0.0,False
Wenn Ihr #Deutschland so scheiße findet warum wollt Ihr dann möglichst vielen #Asylanten zumuten hier zu leben?,0.0,False
"Geflüchtete aus den Ländern mit der totalitären Ideologie des #islam ,um hier #islamisierung der Gesellschaft anzuheizen #taqqiya #abmerkeln",0.0,False
Deutschland will den Europäern eine #Islamisierung und #Zwangsmigration  aufzwingen.Das geht nicht!#AFD #hartaberfair,0.0,False
Deutschland hat seine Staatlichkeit aufgegeben! Das GG ist aus den Fugen gehoben! Es herrscht der Irrsinn #islamisierung #CDU #hartaberfair,0.0,False
Ifo-Chef #Sinn warnt Jeder Flüchtling kostet #Deutschland 450.000 Euro!!!   #Asylanten,0.0,False
Warum wurde der #Mob in #Clausnitz nicht von der #Polizei aufgelöst um die Situation zu beruhigen? #Flüchtlinge #Flüchtlingskrise #Asylanten,0.0,False
"Ungarn will Volksabstimmung durchführen, so macht man das! #refugeesnotwelcome",0.0,False
NRW: Duisburg-Marxloh ist erst der Anfang...der Rest ist in Arbeit #abmerkeln #islamisierung #Migranten,0.0,False
Sind in #Clausnitz 1000 Anzeigen wg. körperlicher Angriffe+#Diebstahl eingegangen? #kölnhbf #Polizei #rapefugees #Handgranate #Asyl #Merkel,0.0,False
#illner. deutsche Wirtschaft hat sich vor Freude auf #asylanten überschlagen. jetzt ziehen alle den schwanz ein. Warum nur?,0.0,False
"was tun gegen #clausnitz? keine neuen #asylanten, Kampf gegen asylmafia, #merkel vor Gericht stellen,  #cdu abwählen überall!",0.0,False
"#Asyl-Befürworter, die nie einen #Asylanten bei sich zuhause aufgenommen habenkann ich nicht ernst nehmen.",0.0,False
"man kann nicht mio arbeitslose muslimische #asylanten gegen die deutsche Mehrheit ins Land lassen & die Mehrheit als Nazis beschimpfen,#cdu!",0.0,False
"Gegen #Multikulti hab ich eigentlich nichts, gegen #Islamisierung schon.",0.0,False
"Ja die Realität ist wirklich unbequem, man sollte sie ignorieren.  #Islam #Scharia #Salafismus #Multikulti",0.0,False
"Wenn nicht aus Überzeugung,dann aus Notwehr: AFD wählen bei Landtagswahlen, D sonst kaputt #abmaasen #regsprecher #krimigranten #rapefugees",0.0,False
"Bezeichnend:Musl.Verbände schließen sich der """"Allianz für Weltoffenheit"""" an.Hinterher,aber nur weil es ihnen hilft #islamisierung #abmerkeln",0.0,False
fast 100.000 neue #asylanten kamen im Januar 2016. und #bamf geht von 500.000 fürs gesamte Jahr aus? können die nicht mal rechnen?,0.0,False
"Meinen manche Kandidaten eigentlich, mit Hashtags wie #Rapefugees oder #Krimigranten würden sie sich glaubwürdiger und/oder seriöser machen?",0.0,False
In jeder Stadt sind jetzt tausende neue Muslime!Millionen Muslime brauchen Gebetsräume!Bald werden tausende Moscheen gebaut! #Islamisierung!,0.0,False
"#krimmigranten zu behandeln, wie hinlänglich berichtet? Wenn sich diese Militärs nur annähernd so abartig verhalten haben, und davon muß 2/4",0.0,False
"Heimleiter von  #asylanten heim in Clausnitz entlassen, weil AFD Mitglied..soviel zu Demokratie Diskriminierung von höchster Stelle!!",0.0,False
